Unique ID,Title,Authors,Authors-revised,Authors (Full Names),Authors (Full Names)-revised
WOS:000475455700013,Unhealthy weight control strategies: An outcome of body image and eating tensions in women of Mexican origin living in rural farming communities,"Stein, KF|Trabold, N|Connelly, K","Stein, KF|Trabold, N|Connelly, K","Stein, Karen F.|Trabold, Nicole|Connelly, Kay","Stein, Karen F.|Trabold, Nicole|Connelly, Kay"
WOS:000455847200004,Life-Space Predicts Health Care Utilization in Community-Dwelling Older Adults,"Kennedy, RE|Williams, CP|Sawyer, P|Lo, AX|Connelly, K|Nassel, A|Brown, CJ","Kennedy, RE|Williams, CP|Sawyer, P|Lo, AX|Connelly, K|Nassel, A|Brown, CJ","Kennedy, Richard E.|Williams, Courtney P.|Sawyer, Patricia|Lo, Alexander X.|Connelly, Kay|Nassel, Ariann|Brown, Cynthia J.","Kennedy, Richard E.|Williams, Courtney P.|Sawyer, Patricia|Lo, Alexander X.|Connelly, Kay|Nassel, Ariann|Brown, Cynthia J."
WOS:000467076100012,Strategies for Inclusion in the Design of Pervasive Computing for Health and Wellbeing,"Marcu, G|Connelly, KH|Caro, K|Brewer, R|Maestre, JF|Harrington, CN","Marcu, G|Connelly, KH|Caro, K|Brewer, R|Maestre, JF|Harrington, CN","Marcu, Gabriela|Connelly, Kay H.|Caro, Karina|Brewer, Robin|Maestre, Juan Fernando|Harrington, Christina N.","Marcu, Gabriela|Connelly, Kay H.|Caro, Karina|Brewer, Robin|Maestre, Juan Fernando|Harrington, Christina N."
WOS:000455775700051,Design Hotspots for Care of Discordant Chronic Comorbidities: Patients' Perspectives,"Ongwere, T|Cantor, G|Martin, SR|Shih, PC|Clawson, J|Connelly, K","Ongwere, T|Cantor, G|Martin, SR|Shih, PC|Clawson, J|Connelly, K","Ongwere, Tom|Cantor, Gabrielle|Martin, Sergio Ramirez|Shih, Patrick C.|Clawson, James|Connelly, Kay","Ongwere, Tom|Cantor, Gabrielle|Martin, Sergio Ramirez|Shih, Patrick C.|Clawson, James|Connelly, Kay"
WOS:000401965900010,"Understanding the Physical Safety, Security, and Privacy Concerns of People with Visual Impairments","Ahmed, T|Hoyle, R|Shaffer, P|Connelly, K|Crandall, D|Kapadia, A","Ahmed, T|Hoyle, R|Shaffer, P|Connelly, K|Crandall, D|Kapadia, A","Ahmed, Tousif|Hoyle, Roberto|Shaffer, Patrick|Connelly, Kay|Crandall, David|Kapadia, Apu","Ahmed, Tousif|Hoyle, Roberto|Shaffer, Patrick|Connelly, Kay|Crandall, David|Kapadia, Apu"
WOS:000426970501059,"""Be Grateful You Don't Have a Real Disease"": Understanding Rare Disease Relationships","MacLeod, H|Bastin, G|Liu, LS|Siek, K|Connelly, K","MacLeod, H|Bastin, G|Liu, LS|Siek, K|Connelly, K","MacLeod, Haley|Bastin, Grace|Liu, Leslie S.|Siek, Katie|Connelly, Kay","MacLeod, Haley|Bastin, Grace|Liu, Leslie S.|Siek, Katie|Connelly, Kay"
WOS:000426970504066,"Investigating the Suitability of the Asynchronous, Remote, Community-based Method for Pregnant and New Mothers","Prabhakar, AS|Guerra-Reyes, L|Kleinschmidt, VM|Jelen, B|MacLeod, H|Connelly, K|Siek, KA","Prabhakar, AS|Guerra-Reyes, L|Kleinschmidt, VM|Jelen, B|MacLeod, H|Connelly, K|Siek, KA","Prabhakar, Annu Sible|Guerra-Reyes, Lucia|Kleinschmidt, Vanessa M.|Jelen, Ben|MacLeod, Haley|Connelly, Kay|Siek, Katie A.","Prabhakar, Annu Sible|Guerra-Reyes, Lucia|Kleinschmidt, Vanessa M.|Jelen, Ben|MacLeod, Haley|Connelly, Kay|Siek, Katie A."
WOS:000393810200005,The Future of Pervasive Health,"Connelly, K|Mayora, O|Favela, J|Jacobs, M|Matic, A|Nugent, C|Wagner, S","Connelly, K|Mayora, O|Favela, J|Jacobs, M|Matic, A|Nugent, C|Wagner, S","Connelly, Kay|Mayora, Oscar|Favela, Jesus|Jacobs, Maia|Matic, Aleksandar|Nugent, Chris|Wagner, Stefan","Connelly, Kay|Mayora, Oscar|Favela, Jesus|Jacobs, Maia|Matic, Aleksandar|Nugent, Chris|Wagner, Stefan"
WOS:000426965000032,Boosting for Postpartum Depression Prediction,"Natarajan, S|Prabhakar, A|Ramanan, N|Baglione, A|Connelly, K|Siek, K","Natarajan, S|Prabhakar, A|Ramanan, N|Baglione, A|Connelly, K|Siek, K","Natarajan, Sriraam|Prabhakar, Annu|Ramanan, Nandini|Baglione, Anna|Connelly, Kay|Siek, Katie","Natarajan, Sriraam|Prabhakar, Annu|Ramanan, Nandini|Baglione, Anna|Connelly, Kay|Siek, Katie"
WOS:000526998300053,MEASUREMENT OF UNHEALTHY EATING AND WEIGHT CONTROL BEHAVIORS IN MEXICAN AMERICAN WOMEN WITH LOW HEALTH LITERACY,"Stein, K|Connelly, K|Lee, CK","Stein, K|Connelly, K|Lee, CK","Stein, Karen|Connelly, Kay|Lee, Chia-Kuei","Stein, Karen|Connelly, Kay|Lee, Chia-Kuei"
WOS:000389604100023,Identifying Rare Diseases from Behavioural Data: A Machine Learning Approach,"MacLeod, H|Yang, S|Oakes, K|Connelly, K|Natarajan, S","MacLeod, H|Yang, S|Oakes, K|Connelly, K|Natarajan, S","MacLeod, Haley|Yang, Shuo|Oakes, Kim|Connelly, Kay|Natarajan, Sriraam","MacLeod, Haley|Yang, Shuo|Oakes, Kim|Connelly, Kay|Natarajan, Sriraam"
WOS:000380532905054,Evaluation of a Food Portion Size Estimation Interface for a Varying Literacy Population,"Chaudhry, BM|Schaefbauer, C|Jelen, B|Siek, KA|Connelly, K","Chaudhry, BM|Schaefbauer, C|Jelen, B|Siek, KA|Connelly, K","Chaudhry, Beenish M.|Schaefbauer, Christopher|Jelen, Ben|Siek, Katie A.|Connelly, Kay","Chaudhry, Beenish M.|Schaefbauer, Christopher|Jelen, Ben|Siek, Katie A.|Connelly, Kay"
WOS:000353830400005,Disorientation detection by mining GPS trajectories for cognitively-impaired elders,"Lin, Q|Zhang, DQ|Connelly, K|Ni, HB|Yu, ZW|Zhou, XS","Lin, Q|Zhang, DQ|Connelly, K|Ni, HB|Yu, ZW|Zhou, XS","Lin, Qiang|Zhang, Daqing|Connelly, Kay|Ni, Hongbo|Yu, Zhiwen|Zhou, Xingshe","Lin, Qiang|Zhang, Daqing|Connelly, Kay|Ni, Hongbo|Yu, Zhiwen|Zhou, Xingshe"
WOS:000348445900009,Cell phone ownership and use among mental health outpatients in the USA,"Campbell, B|Caine, K|Connelly, K|Doub, T|Bragg, A","Campbell, B|Caine, K|Connelly, K|Doub, T|Bragg, A","Campbell, Brianne|Caine, Kelly|Connelly, Kay|Doub, Tom|Bragg, April","Campbell, Brianne|Caine, Kelly|Connelly, Kay|Doub, Tom|Bragg, April"
WOS:000379199200018,Limited but satisfied: Low SES older adults experiences of aging in place,"White, G|Singh, T|Caine, K|Connelly, K","White, G|Singh, T|Caine, K|Connelly, K","White, Ginger|Singh, Tanya|Caine, Kelly|Connelly, Kay","White, Ginger|Singh, Tanya|Caine, Kelly|Connelly, Kay"
WOS:000412395501020,Rare World: Towards Technology for Rare Diseases,"MacLeod, H|Oakes, K|Geisler, D|Connelly, K|Siek, K","MacLeod, H|Oakes, K|Geisler, D|Connelly, K|Siek, K","MacLeod, Haley|Oakes, Kim|Geisler, Danika|Connelly, Kay|Siek, Katie","MacLeod, Haley|Oakes, Kim|Geisler, Danika|Connelly, Kay|Siek, Katie"
WOS:000412395503061,Privacy Concerns and Behaviors of People with Visual Impairments,"Ahmed, T|Hoyle, R|Connelly, K|Crandall, D|Kapadia, A","Ahmed, T|Hoyle, R|Connelly, K|Crandall, D|Kapadia, A","Ahmed, Tousif|Hoyle, Roberto|Connelly, Kay|Crandall, David|Kapadia, Apu","Ahmed, Tousif|Hoyle, Roberto|Connelly, Kay|Crandall, David|Kapadia, Apu"
WOS:000343279100005,PM2: A Partitioning-Mining-Measuring Method for Identifying Progressive Changes in Older Adults' Sleeping Activity,"Lin, Q|Zhang, DQ|Connelly, K|Zhou, XS|Ni, HB","Lin, Q|Zhang, DQ|Connelly, K|Zhou, XS|Ni, HB","Lin, Qiang|Zhang, Daqing|Connelly, Kay|Zhou, Xingshe|Ni, Hongbo","Lin, Qiang|Zhang, Daqing|Connelly, Kay|Zhou, Xingshe|Ni, Hongbo"
WOS:000331068500007,Privacy concerns in assisted living technologies,"Garg, V|Camp, LJ|Lorenzen-Huber, L|Shankar, K|Connelly, K","Garg, V|Camp, LJ|Lorenzen-Huber, L|Shankar, K|Connelly, K","Garg, Vaibhav|Camp, L. Jean|Lorenzen-Huber, Lesa|Shankar, Kalpana|Connelly, Kay","Garg, Vaibhav|Camp, L. Jean|Lorenzen-Huber, Lesa|Shankar, Kalpana|Connelly, Kay"
WOS:000334983200013,Approaches to Understanding the Impact of Technologies for Aging in Place: A Mini-Review,"Connelly, K|Laghari, KUR|Mokhtari, M|Falk, TH","Connelly, K|Laghari, KUR|Mokhtari, M|Falk, TH","Connelly, Kay|Laghari, Khalil Ur Rehman|Mokhtari, Mounir|Falk, Tiago H.","Connelly, Kay|Laghari, Khalil Ur Rehman|Mokhtari, Mounir|Falk, Tiago H."
WOS:000209332400016,Formative evaluation of a mobile liquid portion size estimation interface for people with varying literacy skills,"Chaudry, BM|Connelly, K|Siek, KA|Welch, JL","Chaudry, BM|Connelly, K|Siek, KA|Welch, JL","Chaudry, Beenish Moalla|Connelly, Kay|Siek, Katie A.|Welch, Janet L.","Chaudry, Beenish Moalla|Connelly, Kay|Siek, Katie A.|Welch, Janet L."
WOS:000320077000001,How In-Home Technologies Mediate Caregiving Relationships in Later Life,"Huber, LL|Shankar, K|Caine, K|Connelly, K|Camp, LJ|Walker, BA|Borrero, L","Huber, LL|Shankar, K|Caine, K|Connelly, K|Camp, LJ|Walker, BA|Borrero, L","Huber, Lesa Lorenzen|Shankar, Kalpana|Caine, Kelly|Connelly, Kay|Camp, L. Jean|Walker, Beth Ann|Borrero, Lisa","Huber, Lesa Lorenzen|Shankar, Kalpana|Caine, Kelly|Connelly, Kay|Camp, L. Jean|Walker, Beth Ann|Borrero, Lisa"
WOS:000319346200006,Using a mobile application to self-monitor diet and fluid intake among adults receiving hemodialysis,"Welch, JL|Astroth, KS|Perkins, SM|Johnson, CS|Connelly, K|Siek, KA|Jones, J|Scott, LL","Welch, JL|Astroth, KS|Perkins, SM|Johnson, CS|Connelly, K|Siek, KA|Jones, J|Scott, LL","Welch, Janet L.|Astroth, Kim Schafer|Perkins, Susan M.|Johnson, Cynthia S.|Connelly, Kay|Siek, Katie A.|Jones, Josette|Scott, Linda LaRue","Welch, Janet L.|Astroth, Kim Schafer|Perkins, Susan M.|Johnson, Cynthia S.|Connelly, Kay|Siek, Katie A.|Jones, Josette|Scott, Linda LaRue"
WOS:000321960900003,Making Sense of Mobile- and Web-Based Wellness Information Technology: Cross-Generational Study,"Kutz, D|Shankar, K|Connelly, K","Kutz, D|Shankar, K|Connelly, K","Kutz, Daniel|Shankar, Kalpana|Connelly, Kay","Kutz, Daniel|Shankar, Kalpana|Connelly, Kay"
WOS:000326842700025,Designing for Positive Health Affect Decoupling Negative Emotion and Health Monitoring Technologies,"Toscos, T|Connelly, K|Rogers, Y","Toscos, T|Connelly, K|Rogers, Y","Toscos, Tammy|Connelly, Kay|Rogers, Yvonne","Toscos, Tammy|Connelly, Kay|Rogers, Yvonne"
WOS:000326842700056,Understanding the Needs of Low SES Patients with Type 2 Diabetes,"Barnes, P|Caine, K|Connelly, K|Siek, K","Barnes, P|Caine, K|Connelly, K|Siek, K","Barnes, Priscilla|Caine, Kelly|Connelly, Kay|Siek, Katie","Barnes, Priscilla|Caine, Kelly|Connelly, Kay|Siek, Katie"
WOS:000309635600008,"Aging, Privacy, and Home-Based Computing: Developing a Design Famework","Shankar, K|Camp, LJ|Connelly, K|Huber, L","Shankar, K|Camp, LJ|Connelly, K|Huber, L","Shankar, Kalpana|Camp, L. Jean|Connelly, Kay|Huber, Lesa","Shankar, Kalpana|Camp, L. Jean|Connelly, Kay|Huber, Lesa"
WOS:000309297000002,Silver Bullet Talks with Kay Connelly,"McGraw, G|Bullet, S|Connelly, K","McGraw, G|Bullet, S|Connelly, K","McGraw, Gary|Bullet, Silver|Connelly, Kay","McGraw, Gary|Bullet, Silver|Connelly, Kay"
WOS:000307934600004,An offline mobile nutrition monitoring intervention for varying-literacy patients receiving hemodialysis: a pilot study examining usage and usability,"Connelly, K|Siek, KA|Chaudry, B|Jones, J|Astroth, K|Welch, JL","Connelly, K|Siek, KA|Chaudry, B|Jones, J|Astroth, K|Welch, JL","Connelly, Kay|Siek, Katie A.|Chaudry, Beenish|Jones, Josette|Astroth, Kim|Welch, Janet L.","Connelly, Kay|Siek, Katie A.|Chaudry, Beenish|Jones, Josette|Astroth, Kim|Welch, Janet L."
WOS:000302637000006,Toward Total Quality of Experience: A QoE Model in a Communication Ecosystem,"Laghari, KUR|Crespi, N|Connelly, K","Laghari, KUR|Crespi, N|Connelly, K","Laghari, Khalil Ur Rehman|Crespi, Noel|Connelly, Kay","Laghari, Khalil Ur Rehman|Crespi, Noel|Connelly, Kay"
WOS:000494987600114,Opportunities for ubiquitous computing in the homes of low SES older adults,"White, G|Connelly, KH|Caine, KE","White, G|Connelly, KH|Caine, KE","White, Ginger|Connelly, Katherine H.|Caine, Kelly E.","White, Ginger|Connelly, Katherine H.|Caine, Kelly E."
WOS:000303602000084,HOW OLDER ADULTS USE INFORMATION TECHNOLOGY TO REDUCE CAREGIVER BURDEN,"Huber, LL|Borrero, L|Walker, B|Shankar, K|Caine, K|Connelly, K|Camp, J","Huber, LL|Borrero, L|Walker, B|Shankar, K|Caine, K|Connelly, K|Camp, J","Huber, L. Lorenzen|Borrero, L.|Walker, B.|Shankar, K.|Caine, K.|Connelly, K.|Camp, J.","Huber, L. Lorenzen|Borrero, L.|Walker, B.|Shankar, K.|Caine, K.|Connelly, K.|Camp, J."
WOS:000297856600045,DigiSwitch: A Device to Allow Older Adults to Monitor and Direct the Collection and Transmission of Health Information Collected at Home,"Caine, KE|Zimmerman, CY|Schall-Zimmerman, Z|Hazlewood, WR|Camp, LJ|Connelly, KH|Huber, LL|Shankar, K","Caine, KE|Zimmerman, CY|Schall-Zimmerman, Z|Hazlewood, WR|Camp, LJ|Connelly, KH|Huber, LL|Shankar, K","Caine, Kelly E.|Zimmerman, Celine Y.|Schall-Zimmerman, Zachary|Hazlewood, William R.|Camp, L. Jean|Connelly, Katherine H.|Huber, Lesa L.|Shankar, Kalpana","Caine, Kelly E.|Zimmerman, Celine Y.|Schall-Zimmerman, Zachary|Hazlewood, William R.|Camp, L. Jean|Connelly, Katherine H.|Huber, Lesa L.|Shankar, Kalpana"
WOS:000395171600103,Issues in Evaluating Ambient Displays in the Wild: Two Case Studies,"Hazlewood, WR|Stolterman, E|Connelly, K","Hazlewood, WR|Stolterman, E|Connelly, K","Hazlewood, William R.|Stolterman, Erik|Connelly, Kay","Hazlewood, William R.|Stolterman, Erik|Connelly, Kay"
WOS:000286006703422,A PRIVACY FRAMEWORK FOR EVALUATING IN-HOME TECHNOLOGIES,"Huber, LL|Camp, J|Connelly, K|Shankar, K|Caine, K|Hazlewood, W|Zimmerman, Z","Huber, LL|Camp, J|Connelly, K|Shankar, K|Caine, K|Hazlewood, W|Zimmerman, Z","Huber, L. Lorenzen|Camp, J.|Connelly, K.|Shankar, K.|Caine, K.|Hazlewood, W.|Zimmerman, Z.","Huber, L. Lorenzen|Camp, J.|Connelly, K.|Shankar, K.|Caine, K.|Hazlewood, W.|Zimmerman, Z."
WOS:000278284800011,Merging health literacy with computer technology: Self-managing diet and fluid intake among adult hemodialysis patients,"Welch, JL|Siek, KA|Connelly, KH|Astroth, KS|McManus, MS|Scott, L|Heo, S|Kraus, MA","Welch, JL|Siek, KA|Connelly, KH|Astroth, KS|McManus, MS|Scott, L|Heo, S|Kraus, MA","Welch, Janet L.|Siek, Katie A.|Connelly, Kay H.|Astroth, Kim S.|McManus, M. Sue|Scott, Linda|Heo, Seongkum|Kraus, Michael A.","Welch, Janet L.|Siek, Katie A.|Connelly, Kay H.|Astroth, Kim S.|McManus, M. Sue|Scott, Linda|Heo, Seongkum|Kraus, Michael A."
WOS:000274437600003,Enhancing learning: a study of how mobile devices can facilitate sensemaking,"Rogers, Y|Connelly, K|Hazlewood, W|Tedesco, L","Rogers, Y|Connelly, K|Hazlewood, W|Tedesco, L","Rogers, Yvonne|Connelly, Kay|Hazlewood, William|Tedesco, Lenore","Rogers, Yvonne|Connelly, Kay|Hazlewood, William|Tedesco, Lenore"
WOS:000270899000096,A Collaborative Approach to Minimize Cellphone Interruptions,"Khalil, A|Connelly, K","Khalil, A|Connelly, K","Khalil, Ashraf|Connelly, Kay","Khalil, Ashraf|Connelly, Kay"
WOS:000263869700051,Encouraging Physical Activity in Teens Can technology help reduce barriers to physical activity in adolescent girls?,"Toscos, T|Faber, A|Connelly, K|Upoma, AM","Toscos, T|Faber, A|Connelly, K|Upoma, AM","Toscos, Tammy|Faber, Anne|Connelly, Kay|Upoma, Adity Mutsuddi","Toscos, Tammy|Faber, Anne|Connelly, Kay|Upoma, Adity Mutsuddi"
WOS:000244085500015,Propagating diversity through active dissemination,"Siek, KA|Connelly, K|Menzel, S|Hopkins, L","Siek, KA|Connelly, K|Menzel, S|Hopkins, L","Siek, Katie A.|Connelly, Kay|Menzel, Suzanne|Hopkins, Laura","Siek, Katie A.|Connelly, Kay|Menzel, Suzanne|Hopkins, Laura"
WOS:000249724200058,Do I do what I say?: Observed versus stated privacy preferences,"Connelly, K|Khalil, A|Liu, Y","Connelly, K|Khalil, A|Liu, Y","Connelly, Kay|Khalil, Ashraf|Liu, Yong","Connelly, Kay|Khalil, Ashraf|Liu, Yong"
WOS:000249815300020,Why it's worth the hassle: The value of in-situ studies when designing ubicomp - (Nominated for the best paper award),"Rogers, Y|Connelly, K|Tedesco, L|Hazlewood, W|Kurtz, A|Hall, RE|Hursey, J|Toscos, T","Rogers, Y|Connelly, K|Tedesco, L|Hazlewood, W|Kurtz, A|Hall, RE|Hursey, J|Toscos, T","Rogers, Yvonne|Connelly, Kay|Tedesco, Lenore|Hazlewood, William|Kurtz, Andrew|Hall, Robert E.|Hursey, Josh|Toscos, Tammy","Rogers, Yvonne|Connelly, Kay|Tedesco, Lenore|Hazlewood, William|Kurtz, Andrew|Hall, Robert E.|Hursey, Josh|Toscos, Tammy"
WOS:000236907700073,SmartContacts: A large scale social context service discovery system,"Liu, Y|Connelly, K","Liu, Y|Connelly, K","Liu, Y|Connelly, K","Liu, Y|Connelly, K"
WOS:000236907700117,Towards wide area context-aware environments,"Liu, Y|Connelly, K","Liu, Y|Connelly, K","Liu, Y|Connelly, K","Liu, Y|Connelly, K"
WOS:000233167300024,Fat finger worries: How older and younger users physically interact with PDAs,"Siek, KA|Rogers, Y|Connelly, KH","Siek, KA|Rogers, Y|Connelly, KH","Siek, KA|Rogers, Y|Connelly, KH","Siek, KA|Rogers, Y|Connelly, KH"
WOS:000233167300048,Improving cell phone awareness by using calendar information,"Khalil, A|Connelly, K","Khalil, A|Connelly, K","Khalil, A|Connelly, K","Khalil, A|Connelly, K"
WOS:000229281900041,A toolkit for automatically constructing outdoor radio maps,"Connelly, K|Liu, Y|Bulwinkle, D|Miller, A|Bobbitt, I","Connelly, K|Liu, Y|Bulwinkle, D|Miller, A|Bobbitt, I","Connelly, K|Liu, Y|Bulwinkle, D|Miller, A|Bobbitt, I","Connelly, K|Liu, Y|Bulwinkle, D|Miller, A|Bobbitt, I"
WOS:000230591000015,Context-aware configuration: A study on improving cell phone awareness,"Khalil, A|Connelly, K","Khalil, A|Connelly, K","Khalil, A|Connelly, K","Khalil, A|Connelly, K"
WOS:000189464600040,On negotiating automatic device configuration in smart environments,"Connelly, K|Khalil, A","Connelly, K|Khalil, A","Connelly, K|Khalil, A","Connelly, K|Khalil, A"
WOS:000182855700015,An authorization framework for a Grid based component architecture,"Ramakrishnan, L|Rehn, H|Alameda, J|Ananthakrishnan, R|Govindaraju, M|Slominski, A|Connelly, K|Welch, V|Gannon, D|Bramley, R|Hampton, S","Ramakrishnan, L|Rehn, H|Alameda, J|Ananthakrishnan, R|Govindaraju, M|Slominski, A|Connelly, K|Welch, V|Gannon, D|Bramley, R|Hampton, S","Ramakrishnan, L|Rehn, H|Alameda, J|Ananthakrishnan, R|Govindaraju, M|Slominski, A|Connelly, K|Welch, V|Gannon, D|Bramley, R|Hampton, S","Ramakrishnan, L|Rehn, H|Alameda, J|Ananthakrishnan, R|Govindaraju, M|Slominski, A|Connelly, K|Welch, V|Gannon, D|Bramley, R|Hampton, S"
WOS:000535866900077,Sampling Networks and Aggregate Simulation for Online POMDP Planning,"Cui, H|Khardon, R","Cui, H|Khardon, R","Cui, Hao|Khardon, Roni","Cui, Hao|Khardon, Roni"
WOS:000461823303011,From Stochastic Planning to Marginal MAP,"Cui, H|Marinescu, R|Khardon, R","Cui, H|Marinescu, R|Khardon, R","Cui, Hao|Marinescu, Radu|Khardon, Roni","Cui, Hao|Marinescu, Radu|Khardon, Roni"
WOS:000457506400015,Planning with actively eliciting preferences,"Das, M|Odom, P|Islam, MR|Doppa, JR|Roth, D|Natarajan, S","Das, M|Odom, P|Islam, MR|Doppa, JR|Roth, D|Natarajan, S","Das, Mayukh|Odom, Phillip|Islam, Md. Rakibul|Doppa, Janardhan Rao (Jana)|Roth, Dan|Natarajan, Sriraam","Das, Mayukh|Odom, Phillip|Islam, Md. Rakibul|Doppa, Janardhan Rao (Jana)|Roth, Dan|Natarajan, Sriraam"
WOS:000492398600090,Structure Learning for Relational Logistic Regression: An Ensemble Approach,"Ramanan, N|Kunapuli, G|Khot, T|Fatemi, B|Kazemi, SM|Poole, D|Kersting, K|Natarajan, S","Ramanan, N|Kunapuli, G|Khot, T|Fatemi, B|Kazemi, SM|Poole, D|Kersting, K|Natarajan, S","Ramanan, Nandini|Kunapuli, Gautam|Khot, Tushar|Fatemi, Bahare|Kazemi, Seyed Mehran|Poole, David|Kersting, Kristian|Natarajan, Sriraam","Ramanan, Nandini|Kunapuli, Gautam|Khot, Tushar|Fatemi, Bahare|Kazemi, Seyed Mehran|Poole, David|Kersting, Kristian|Natarajan, Sriraam"
WOS:000485488903113,Mixed Sum-Product Networks: A Deep Architecture for Hybrid Domains,"Molina, A|Vergari, A|Di Mauro, N|Natarajan, S|Esposito, F|Kersting, K","Molina, A|Vergari, A|Di Mauro, N|Natarajan, S|Esposito, F|Kersting, K","Molina, Alejandro|Vergari, Antonio|Di Mauro, Nicola|Natarajan, Sriraam|Esposito, Floriana|Kersting, Kristian","Molina, Alejandro|Vergari, Antonio|Di Mauro, Nicola|Natarajan, Sriraam|Esposito, Floriana|Kersting, Kristian"
WOS:000468231300272,Preference-Guided Planning: An Active Elicitation Approach,"Das, M|Odom, P|Islam, MR|Doppa, JR|Roth, D|Natarajan, S","Das, M|Odom, P|Islam, MR|Doppa, JR|Roth, D|Natarajan, S","Das, Mayukh|Odom, Phillip|Islam, Md. Rakibul|Doppa, Janardhan Rao|Roth, Dan|Natarajan, Sriraam","Das, Mayukh|Odom, Phillip|Islam, Md. Rakibul|Doppa, Janardhan Rao|Roth, Dan|Natarajan, Sriraam"
WOS:000542032200007,Relational Restricted Boltzmann Machines: A Probabilistic Logic Learning Approach,"Kaur, N|Kunapuli, G|Khot, T|Kersting, K|Cohen, W|Natarajan, S","Kaur, N|Kunapuli, G|Khot, T|Kersting, K|Cohen, W|Natarajan, S","Kaur, Navdeep|Kunapuli, Gautam|Khot, Tushar|Kersting, Kristian|Cohen, William|Natarajan, Sriraam","Kaur, Navdeep|Kunapuli, Gautam|Khot, Tushar|Kersting, Kristian|Cohen, William|Natarajan, Sriraam"
